time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment
9.168,-7.91,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.172,-7.26,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.176,-5.64,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.18,2.31,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.184,5.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.188,20.29,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.191,2.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.195,20.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.199,19.5,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.203,22.46,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.207,11.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.211,11.39,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.215,4.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.219,6.95,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.223,9.06,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.227,4.61,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.23,12.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.234,12.32,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.238,-1.92,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.242,6.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.246,17.1,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.25,3.16,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.254,-2.66,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.258,-6.25,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.262,-13.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.266,-24.91,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.27,-40.39,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.273,-43.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.277,-51.74,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.281,-68.66,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.285,-71.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.289,-81.82,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.293,-86.03,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.297,-86.34,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.301,-73.87,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.305,-84.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.309,-67.12,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.312,-55.07,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.316,-38.12,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.32,-30.77,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.324,-3.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.328,17.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.332,21.87,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.336,44.29,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.34,67.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.344,71.5,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.348,82.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.352,84.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.355,82.8,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.359,90.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.363,82.28,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.367,72.52,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.371,62.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.375,52.58,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.379,34.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.383,30.96,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.387,21.16,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.391,20.59,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.395,15.54,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.398,-2.37,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.402,1.61,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.406,-12.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.41,-5.22,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.414,-9.52,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.418,-8.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.422,-8.59,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.426,-10.14,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.43,-10.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.434,-9.8,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.438,-6.52,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.441,-10.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.445,-9.19,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.449,-14.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.453,-10.45,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.457,-16.09,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.461,-8.74,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.465,-12.53,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.469,-8.59,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.473,-8.99,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.477,1.69,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.48,9.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.484,12.51,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.488,8.06,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.492,11.77,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.496,11.03,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.5,8.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.504,15.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.508,6.19,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.512,2.66,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.516,-22.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.52,-14.5,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.523,-34.58,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.527,-39.31,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.531,-48.53,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.535,-60.54,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.539,-57.85,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.543,-70.33,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.547,-70.82,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.551,-58.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.555,-54.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.559,-40.39,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.562,-27.59,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.566,-17.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.57,-13.54,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.574,3.43,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.578,27.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.582,38.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.586,47.55,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.59,59.31,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.594,63.72,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.598,56.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.602,69.4,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.605,58.55,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.609,62.58,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.613,53.16,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.617,34.61,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.621,30.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.625,20.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.629,20.08,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.633,4.07,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.637,-5.32,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.641,-16.31,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.645,-10.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.648,-20.74,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.652,-9.37,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.656,6.46,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.66,2.95,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.664,-1.92,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.668,-6.36,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.672,2.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.676,-5.39,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.68,12.64,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.684,15.12,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.688,21.32,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.691,12.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.695,16.16,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.699,18.77,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.703,13.51,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.707,5.35,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.711,3.54,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.715,1.69,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.719,5.52,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.723,9.36,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.727,14.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.73,7.25,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.734,13.99,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.738,11.15,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.742,1.96,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.746,-6.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.75,-11.37,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.754,-18.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.758,-29.98,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.762,-33.85,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.766,-51.04,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.77,-58.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.773,-63.64,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.777,-84.53,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.781,-82.14,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.785,-83.84,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.789,-79.33,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.793,-79.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.797,-69.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.801,-58.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.805,-49.47,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.809,-29.09,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.812,-27.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.816,-7.94,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.82,15.71,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.824,29.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.828,40.58,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.832,59.39,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.836,72.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.84,82.71,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.844,82.16,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.848,90.45,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.852,85.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.855,79.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.859,72.41,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.863,61.69,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.867,64.63,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.871,31.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.875,29.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.879,22.51,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.883,3.65,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.887,2.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.891,-7.62,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.895,-3.23,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.898,-15.02,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.902,-18.21,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.906,-6.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.91,-5.89,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.914,-8.89,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.918,-7.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.922,-3.85,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.926,-11.34,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.93,-2.52,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.934,-9.09,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.938,-9.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.941,-13.92,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.945,-6.82,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.949,-9.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.953,-11.89,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.957,-10.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.961,-4.22,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.965,-8.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.969,4.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.973,-0.03,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.977,2.62,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.98,16.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.984,11.56,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.988,4.58,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.992,6.68,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.996,2.26,0.3,0.12,0.4,0.18,NONE,IMPAIRED
