time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,motor_impairment
9.168,31.63,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.172,44.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.176,58.19,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.18,58.59,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.184,70.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.188,62.2,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.191,51.85,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.195,64.96,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.199,59.39,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.203,51.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.207,49.19,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.211,37.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.215,25.77,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.219,28.44,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.223,7.38,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.227,0.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.23,-7.64,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.234,-0.2,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.238,-4.83,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.242,-17.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.246,-16.05,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.25,-24.86,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.254,-29.52,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.258,-42.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.262,-47.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.266,-52.62,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.27,-54.86,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.273,-67.74,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.277,-70.87,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.281,-83.32,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.285,-81.35,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.289,-97.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.293,-98.95,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.297,-86.05,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.301,-85.84,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.305,-88.5,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.309,-70.93,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.312,-66.7,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.316,-49.62,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.32,-25.27,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.324,-16.56,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.328,2.67,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.332,20.09,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.336,43.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.34,50.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.344,64.79,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.348,80.37,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.352,88.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.355,102.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.359,82.35,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.363,95.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.367,82.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.371,84.15,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.375,72.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.379,65.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.383,54.8,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.387,50.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.391,32.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.395,30.67,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.398,31.01,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.402,29.49,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.406,19.71,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.41,19.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.414,11.39,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.418,10.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.422,2.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.426,-2.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.43,-7.47,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.434,-15.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.438,-25.22,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.441,-30.89,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.445,-43.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.449,-55.91,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.453,-61.46,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.457,-58.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.461,-62.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.465,-75.58,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.469,-72.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.473,-61.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.477,-50.21,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.48,-44.36,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.484,-35.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.488,-23.43,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.492,-9.87,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.496,2.26,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.5,2.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.504,4.46,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.508,18.51,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.512,27.33,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.516,14.5,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.52,25.91,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.523,17.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.527,24.58,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.531,14.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.535,3.46,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.539,11.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.543,0.18,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.547,-0.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.551,-4.97,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.555,-10.29,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.559,-6.62,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.562,-6.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.566,-14.15,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.57,-2.07,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.574,-4.19,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.578,6.51,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.582,8.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.586,14.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.59,14.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.594,9.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.598,7.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.602,2.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.605,-7.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.609,-16.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.613,-26.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.617,-23.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.621,-31.75,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.625,-30.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.629,-35.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.633,-26.51,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.637,-26.64,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.641,-16.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.645,-17.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.648,-2.15,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.652,11.77,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.656,19.33,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.66,43.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.664,54.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.668,40.26,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.672,56.47,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.676,68.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.68,65.72,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.684,60.06,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.688,56.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.691,60.01,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.695,50.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.699,41.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.703,28.95,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.707,22.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.711,20.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.715,16.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.719,3.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.723,-3.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.727,-12.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.73,-1.42,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.734,-16.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.738,-22.27,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.742,-28.79,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.746,-34.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.75,-30.43,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.754,-55.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.758,-52.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.762,-58.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.766,-62.22,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.77,-66.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.773,-84.33,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.777,-93.03,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.781,-90.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.785,-101.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.789,-95.06,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.793,-93.4,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.797,-75.74,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.801,-66.29,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.805,-51.21,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.809,-40.87,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.812,-22.09,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.816,-16.85,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.82,15.67,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.824,31.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.828,55.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.832,62.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.836,78.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.84,84.83,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.844,91.91,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.848,98.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.852,91.64,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.855,87.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.859,85.28,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.863,85.45,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.867,71.8,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.871,58.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.875,50.45,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.879,52.96,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.883,42.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.887,33.39,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.891,33.05,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.895,28.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.898,13.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.902,19.97,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.906,6.33,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.91,6.75,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.914,-1.15,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.918,-9.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.922,-15.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.926,-21.6,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.93,-32.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.934,-37.45,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.938,-54.91,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.941,-54.18,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.945,-70.11,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.949,-65.82,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.953,-67.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.957,-73.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.961,-59.8,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.965,-58.79,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.969,-57.36,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.973,-33.18,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.977,-31.84,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.98,-9.29,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.984,-5.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.988,-1.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.992,7.09,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.996,14.45,0.27,0.46,0.09,0.18,NONE,IMPAIRED
