time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,attention_deficit
9.168,54.54,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.172,50.62,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.176,54.33,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.18,52.79,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.184,66.43,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.188,56.04,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.191,62.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.195,55.94,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.199,59.65,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.203,50.94,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.207,37.33,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.211,28.14,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.215,22.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.219,21.58,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.223,8.16,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.227,-2.56,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.23,-14.11,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.234,-17.8,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.238,-29.31,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.242,-31.33,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.246,-47.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.25,-56.0,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.254,-62.79,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.258,-72.07,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.262,-85.86,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.266,-75.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.27,-82.93,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.273,-91.97,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.277,-110.17,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.281,-99.15,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.285,-115.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.289,-115.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.293,-108.91,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.297,-94.08,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.301,-97.97,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.305,-86.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.309,-73.77,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.312,-57.57,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.316,-50.92,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.32,-24.32,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.324,-17.47,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.328,1.06,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.332,24.53,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.336,36.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.34,56.27,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.344,61.84,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.348,91.39,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.352,84.74,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.355,93.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.359,108.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.363,98.2,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.367,113.07,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.371,106.54,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.375,104.14,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.379,99.11,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.383,90.43,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.387,85.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.391,80.98,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.395,65.54,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.398,53.36,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.402,59.86,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.406,48.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.41,37.61,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.414,29.97,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.418,18.38,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.422,7.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.426,2.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.43,-5.69,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.434,-26.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.438,-27.02,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.441,-24.3,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.445,-27.81,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.449,-49.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.453,-52.98,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.457,-59.73,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.461,-57.45,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.465,-60.98,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.469,-70.26,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.473,-58.16,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.477,-50.83,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.48,-55.62,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.484,-51.57,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.488,-38.71,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.492,-43.83,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.496,-35.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.5,-26.83,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.504,-25.56,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.508,-24.81,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.512,-30.15,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.516,-16.91,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.52,-28.73,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.523,-16.47,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.527,-15.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.531,-17.26,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.535,-20.19,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.539,-25.66,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.543,-14.87,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.547,-18.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.551,-18.24,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.555,-13.27,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.559,-3.14,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.562,-16.2,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.566,-6.02,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.57,-6.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.574,-3.73,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.578,17.59,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.582,12.02,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.586,11.87,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.59,24.54,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.594,14.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.598,19.66,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.602,21.9,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.605,22.33,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.609,20.76,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.613,14.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.617,27.97,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.621,26.61,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.625,18.54,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.629,19.14,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.633,13.6,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.637,32.6,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.641,24.63,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.645,38.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.648,31.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.652,42.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.656,52.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.66,41.58,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.664,51.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.668,49.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.672,65.31,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.676,60.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.68,68.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.684,65.19,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.688,57.38,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.691,47.82,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.695,41.96,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.699,40.86,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.703,32.04,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.707,20.8,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.711,14.57,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.715,1.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.719,-0.36,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.723,-15.59,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.727,-26.38,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.73,-31.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.734,-28.29,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.738,-52.31,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.742,-68.16,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.746,-64.36,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.75,-61.56,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.754,-66.91,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.758,-87.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.762,-100.1,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.766,-106.44,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.77,-106.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.773,-104.51,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.777,-107.11,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.781,-105.83,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.785,-95.54,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.789,-101.94,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.793,-103.44,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.797,-75.06,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.801,-72.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.805,-53.87,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.809,-38.54,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.812,-32.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.816,0.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.82,19.1,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.824,32.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.828,52.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.832,66.77,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.836,71.22,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.84,88.76,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.844,99.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.848,107.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.852,98.61,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.855,112.43,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.859,109.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.863,101.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.867,113.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.871,103.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.875,96.29,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.879,81.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.883,75.47,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.887,62.97,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.891,58.9,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.895,60.96,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.898,32.68,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.902,39.9,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.906,24.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.91,4.67,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.914,16.66,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.918,-1.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.922,-12.19,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.926,-18.65,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.93,-27.73,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.934,-34.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.938,-39.68,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.941,-54.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.945,-52.74,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.949,-53.33,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.953,-52.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.957,-62.44,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.961,-54.52,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.965,-65.07,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.969,-53.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.973,-50.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.977,-54.52,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.98,-45.13,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.984,-33.86,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.988,-40.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.992,-30.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.996,-27.36,0.48,0.36,0.1,0.06,NONE,IMPAIRED
